Latitude,temperature_2m_min,pressure_msl,wind_direction_10m_dominant,Longitude,precipitation_probability_max,temperature_2m_max,TP,heuristic
5.25,25.4,1009.05,254,83.125,100,28.0,8.904948386532919,0.0
5.25,27.6,1009.0375,234,83.375,100,28.5,8.904948386532919,0.0
5.25,27.8,1009.0333333333332,225,83.625,100,28.5,8.904948386532919,0.0
5.25,27.9,1009.0208333333334,214,83.875,99,28.5,8.904948386532919,0.0
5.25,28.1,1009.0166666666668,214,84.125,90,28.6,8.904948386532919,1.8198916e-05
5.25,27.9,1008.9708333333332,222,84.375,100,28.6,8.904948386532919,0.0
5.25,25.2,1008.9666666666668,254,84.625,100,28.0,8.904948386532919,0.0
5.25,27.6,1008.9708333333332,232,84.875,100,28.5,8.904948386532919,0.0
5.25,27.9,1008.9458333333332,224,85.125,100,28.4,8.904948386532919,0.0
5.25,27.9,1008.9375,214,85.375,94,28.5,8.904948386532919,0.0
5.25,28.1,1008.9333333333334,214,85.625,81,28.5,8.904948386532919,7.6505494e-05
5.25,28.0,1008.9416666666666,222,85.875,100,28.6,8.904948386532919,0.0
5.25,25.5,1008.9125,255,86.125,100,28.0,8.904948386532919,0.0
5.25,27.6,1008.9,231,86.375,100,28.4,8.904948386532919,0.0
5.25,27.9,1008.9083333333332,223,86.625,100,28.5,8.904948386532919,0.0
5.25,28.0,1008.8958333333334,214,86.875,83,28.5,8.904948386532919,7.6505494e-05
5.25,28.1,1008.9041666666668,215,87.125,81,28.6,8.904948386532919,3.2531894e-05
5.25,28.0,1008.9041666666668,223,87.375,100,28.6,8.904948386532919,0.0
5.25,25.5,1008.9041666666668,254,87.625,100,28.0,8.904948386532919,0.0
5.25,27.8,1008.8916666666668,231,87.875,100,28.5,8.904948386532919,0.0
5.25,27.9,1008.8791666666666,223,88.125,97,28.5,8.904948386532919,0.0
5.25,28.0,1008.8958333333334,214,88.375,74,28.5,8.904948386532919,3.3404063e-05
5.25,28.2,1008.9041666666668,216,88.625,84,28.6,8.904948386532919,0.0
5.5,28.0,1010.3041666666668,223,68.875,100,28.8,8.904948386532919,0.0
5.5,25.6,1010.3083333333334,253,69.125,100,27.9,11.924896673683625,0.0
5.5,27.8,1010.2666666666668,230,69.375,100,28.6,11.878625950313625,0.0
5.5,27.9,1010.2875,222,69.625,97,28.5,11.892586710476584,0.0
5.5,28.0,1010.2875,215,69.875,61,28.5,11.966778954172504,8.442619e-05
5.5,28.2,1010.2541666666666,216,70.125,94,28.6,11.98928213286615,0.0
5.5,27.9,1010.2416666666668,223,70.375,100,28.8,11.960096246557525,0.0
5.5,25.6,1010.225,252,70.625,100,27.8,11.979705474103373,0.0
5.5,27.9,1010.1958333333332,229,70.875,100,28.8,12.048109815503697,0.0
5.5,27.9,1010.1625,220,71.125,100,28.4,12.0587448773244,0.0
5.5,28.0,1010.1583333333332,217,71.375,61,28.5,12.011610659565484,8.442619e-05
5.5,28.0,1010.1625,218,71.625,100,28.5,12.041357095576846,0.0
5.5,28.0,1010.1541666666668,224,71.875,100,28.5,12.147984185358483,0.0
5.5,25.9,1010.15,252,72.125,100,27.9,12.13355156358102,0.0
5.5,27.9,1010.1375,228,72.375,100,28.6,11.998059230244454,0.0
5.5,27.8,1010.1291666666666,220,72.625,100,28.5,12.041277725361882,0.0
5.5,28.0,1010.125,217,72.875,61,28.5,12.263207048933303,0.0
5.5,28.0,1010.1291666666666,220,73.125,100,28.5,11.336784885645976,0.0011330365
5.5,28.0,1010.1166666666668,223,73.375,100,28.5,9.262011235499898,0.014356441
5.5,26.0,1010.1041666666666,250,73.625,100,27.9,9.7267355894891,0.017486801
5.5,27.9,1010.0958333333332,227,73.875,100,28.5,12.730957947613582,0.0
5.5,27.8,1010.075,219,74.125,100,28.5,12.71511120869259,0.0
5.5,28.0,1010.0541666666668,217,74.375,77,28.5,9.67919537272612,0.0
5.5,27.9,1010.0208333333334,221,74.625,97,28.5,9.42161844918936,0.0
5.5,27.6,1009.9875,223,74.875,100,28.5,11.94238043808231,0.0
5.5,27.1,1009.9583333333334,247,75.125,74,27.8,13.180015153707082,0.0028770473
5.5,27.2,1009.9166666666666,248,75.375,100,27.5,13.134522596063675,0.0011609471
5.5,27.2,1009.9125,253,75.625,100,27.8,13.106308989348165,0.0006556294
5.5,27.0,1009.9,269,75.875,97,27.5,13.095374333560542,0.00085075066
5.5,27.0,1009.8541666666666,263,76.125,67,27.4,13.091317964879334,0.0009127583
5.5,26.9,1009.825,252,76.375,55,27.2,13.094139883304535,0.0023298748
5.5,27.2,1009.8208333333332,247,76.625,74,27.6,13.097216886045452,0.0019018397
5.5,27.2,1009.8041666666668,249,76.875,100,27.6,13.10054897310208,0.0011439516
5.5,27.1,1009.7666666666668,255,77.125,100,27.8,13.065631732176348,0.000109951456
5.5,27.0,1009.7416666666668,271,77.375,100,27.5,12.99246516326826,0.0
5.5,27.0,1009.7208333333332,264,77.625,63,27.4,12.994613417339098,0.00030887386
5.5,26.8,1009.7125,253,77.875,71,27.4,13.07207649438886,0.00092674245
5.5,27.2,1009.6625,247,78.125,87,27.6,13.115223118481106,0.001569072
5.5,27.2,1009.6375,251,78.375,100,27.5,13.124053289615834,0.00016041973
5.5,27.2,1009.5916666666668,258,78.625,100,27.8,13.133778596466604,0.0014326273
5.5,27.1,1009.5458333333332,274,78.875,100,27.6,13.144399039033416,0.0014653713
5.5,27.1,1009.4833333333332,266,79.125,58,27.4,13.1549019554429,0.002470592
5.5,27.0,1009.4416666666666,254,79.375,68,27.5,13.165287345695056,0.0019545332
5.5,27.2,1009.4291666666668,248,79.625,87,27.8,13.174757907192957,0.002059745
5.5,27.0,1009.3833333333332,252,79.875,100,27.5,13.183313639936603,0.0016915136
5.5,27.2,1009.3666666666668,260,80.125,100,27.8,13.191896742113634,0.0030279185
5.5,27.1,1009.35,276,80.375,100,27.6,13.200507213724048,0.0030194928
5.5,27.0,1009.3708333333334,267,80.625,65,27.4,13.20944451332616,0.0036743346
5.5,27.0,1009.35,254,80.875,66,27.6,13.21870864091997,0.00419045
5.5,27.1,1009.2416666666668,249,81.125,92,27.9,13.227642552082694,0.006783978
5.5,27.2,1009.1625,253,81.375,100,27.6,13.23624624681433,0.0066692396
5.5,27.2,1009.1083333333332,261,81.625,100,27.8,13.244888980903154,0.0073352545
5.5,27.1,1009.025,277,81.875,100,27.8,13.253570754349164,0.007814027
5.5,27.2,1008.9708333333332,268,82.125,68,27.5,13.263094637853136,0.008093308
5.5,27.0,1008.9625,255,82.375,58,27.8,13.273460631415071,0.009683336
5.5,27.2,1008.9291666666668,250,82.625,92,27.9,13.285394331179312,0.008153279
5.5,27.1,1008.9416666666666,254,82.875,100,27.6,13.298895737145855,0.010370969
5.5,27.4,1008.9541666666668,263,83.125,100,27.8,13.314690644673576,0.010769699
5.5,27.2,1008.9458333333332,279,83.375,100,27.8,13.332779053762474,0.011093386
5.5,27.4,1008.9625,269,83.625,53,27.5,13.354059397779784,0.012399234
5.5,27.0,1008.9416666666666,255,83.875,63,27.9,13.378531676725514,0.0123059
5.5,27.2,1008.9125,250,84.125,95,27.9,13.366027243541524,0.011228622
5.5,27.0,1008.9083333333332,255,84.375,97,27.6,13.31654609822782,0.010884065
5.5,27.4,1008.925,264,84.625,100,27.9,13.358056511114809,0.01051905
5.5,27.2,1008.9041666666668,281,84.875,100,28.0,8.904948386532919,0.0
5.5,27.4,1008.8916666666668,270,85.125,65,27.8,8.904948386532919,0.0
5.5,27.0,1008.8916666666668,256,85.375,58,27.9,8.904948386532919,0.0
5.5,27.0,1008.8958333333334,251,85.625,95,28.0,8.904948386532919,0.0
5.5,27.1,1008.8708333333334,256,85.875,100,27.6,8.904948386532919,0.0
5.5,27.1,1008.8416666666668,266,86.125,100,27.8,8.904948386532919,0.0
5.5,27.4,1008.8666666666668,282,86.375,100,28.0,8.904948386532919,0.0
5.5,27.4,1008.8791666666666,271,86.625,65,28.0,8.904948386532919,0.0
5.5,27.0,1008.8708333333334,256,86.875,63,28.0,8.904948386532919,0.0
5.5,27.0,1008.8541666666666,251,87.125,97,28.0,8.904948386532919,0.0
5.5,27.0,1008.8958333333334,256,87.375,100,27.8,8.904948386532919,0.0
5.5,27.2,1008.8833333333332,267,87.625,100,27.8,8.904948386532919,0.0
5.5,27.5,1008.8666666666668,284,87.875,100,28.0,8.904948386532919,0.0
5.5,27.5,1008.8791666666666,272,88.125,71,28.0,8.904948386532919,0.0
5.5,27.0,1008.8875,257,88.375,66,28.0,8.904948386532919,0.0
5.5,27.2,1008.8791666666666,252,88.625,97,28.0,8.904948386532919,0.0
5.75,27.1,1010.3125,258,68.875,100,27.9,8.904948386532919,0.0
5.75,27.4,1010.2958333333332,269,69.125,100,27.9,11.88163922532165,0.0
5.75,27.5,1010.2708333333334,286,69.375,100,28.0,11.899794651855425,0.0
5.75,27.2,1010.275,274,69.625,84,28.0,11.92429549195603,0.0
5.75,27.0,1010.2625,257,69.875,69,28.0,11.944601665685823,0.0
5.75,27.2,1010.2375,253,70.125,94,28.0,12.022171475550865,0.0
5.75,27.1,1010.2125,260,70.375,100,28.0,12.048052220413624,0.0
5.75,27.5,1010.1875,271,70.625,100,27.9,12.067661447959477,0.0
5.75,27.1,1010.1833333333334,289,70.875,100,28.0,12.122690766116552,0.0
5.75,27.4,1010.1625,276,71.125,97,28.0,12.11995080469401,0.0
5.75,27.0,1010.1583333333332,257,71.375,61,28.0,12.052168655158669,0.0
5.75,27.0,1010.1375,253,71.625,94,28.0,11.989549383736886,0.0
5.75,27.1,1010.1333333333332,260,71.875,100,28.0,12.024458697861805,0.0
5.75,27.5,1010.1208333333334,273,72.125,100,27.9,12.01002607608434,0.0
5.75,27.4,1010.1,291,72.375,100,27.9,11.974041184149383,0.0
5.75,27.4,1010.1125,277,72.625,100,28.0,12.176402532639637,0.0
5.75,27.1,1010.125,257,72.875,68,28.0,12.457967268182273,0.0
5.75,27.2,1010.1125,254,73.125,96,27.9,11.423020883505496,0.0
5.75,27.0,1010.0875,261,73.375,100,27.9,9.23972301196997,0.0
5.75,27.5,1010.0708333333332,274,73.625,100,27.9,9.70444736595917,0.0
5.75,27.5,1010.0583333333334,292,73.875,100,27.9,11.201530924674088,0.0
5.75,27.5,1010.05,278,74.125,100,28.0,12.306188844152288,0.0
5.75,27.0,1010.0041666666666,258,74.375,68,28.0,11.897916465994578,0.0
5.75,27.0,1009.975,254,74.625,96,27.9,11.640339542457818,0.0
5.75,27.1,1009.9541666666668,261,74.875,100,27.9,12.793750525966342,0.0003323914
5.75,27.5,1009.9291666666668,275,75.125,100,27.8,12.72780371348639,0.0
5.75,27.5,1009.9041666666668,293,75.375,100,27.9,12.746080633122684,0.0
5.75,27.2,1009.8875,278,75.625,100,27.9,12.71786702640717,0.0
5.75,27.1,1009.8458333333332,258,75.875,65,28.0,12.912525330662149,7.9868136e-05
5.75,27.0,1009.7916666666666,254,76.125,97,27.9,13.113344321924169,0.0013405634
5.75,27.0,1009.7666666666668,262,76.375,100,27.9,13.11544864025,0.001285553
5.75,27.2,1009.7458333333334,277,76.625,100,27.9,12.92130865850892,0.00027556755
5.75,27.4,1009.7291666666666,294,76.875,100,28.0,12.727423761083548,0.0
5.75,27.1,1009.7041666666668,280,77.125,100,27.9,12.692506520157815,0.0
5.75,27.0,1009.6625,259,77.375,71,27.9,12.755607257309771,0.0
5.75,27.2,1009.6666666666666,254,77.625,100,27.8,12.88025307878504,0.00024932378
5.75,27.1,1009.6458333333334,263,77.875,100,27.8,12.943946417179191,0.00027092465
5.75,27.4,1009.6041666666666,277,78.125,100,27.8,12.987093041271438,0.0002288017
5.75,27.5,1009.5625,295,78.375,100,28.0,13.055907143244696,0.00030517182
5.75,27.2,1009.5041666666666,281,78.625,100,27.8,13.125616380934002,0.0011693729
5.75,27.0,1009.4333333333334,260,78.875,71,27.6,13.10295062054658,0.0019272611
5.75,27.1,1009.3833333333332,254,79.125,100,27.8,13.080167334001828,0.0007496219
5.75,27.1,1009.3416666666668,264,79.375,100,27.6,13.13113475778786,0.001172873
5.75,27.5,1009.3208333333332,278,79.625,100,27.8,13.181742708579874,0.0022485768
5.75,27.5,1009.3375,296,79.875,100,28.0,13.190853797083756,0.0030194928
5.75,27.4,1009.4875,281,80.125,100,27.9,13.199436899260787,0.0030638855
5.75,27.0,1009.4875,261,80.375,74,27.6,13.206242371595192,0.003917602
5.75,27.1,1009.4875,255,80.625,100,27.6,13.211242844653595,0.003554943
5.75,27.1,1009.1541666666668,266,80.875,100,27.6,13.2183751449797,0.0038788058
5.75,27.4,1009.1541666666668,279,81.125,100,27.8,13.227309056142424,0.007054565
5.75,27.5,1009.0625,297,81.375,100,27.9,13.234192822447024,0.0067691677
5.75,27.2,1008.9708333333332,283,81.625,100,27.9,13.206034948283838,0.0035448782
5.75,27.0,1008.8583333333332,263,81.875,94,27.6,13.179636041904876,0.0022374706
5.75,27.1,1008.8041666666668,256,82.125,100,27.6,13.189159925408848,0.0018828878
5.75,27.0,1008.7875,267,82.375,100,27.8,13.245511324991384,0.0076138247
5.75,27.4,1008.775,281,82.625,100,27.8,13.28354537034523,0.0074601755
5.75,27.5,1008.8291666666668,298,82.875,100,27.9,13.277161715880776,0.007145252
5.75,27.4,1008.8333333333334,284,83.125,100,27.8,13.292956623408498,0.009520517
5.75,27.0,1008.8416666666668,264,83.375,97,27.5,13.342670350937116,0.009609544
5.75,27.0,1008.85,257,83.625,100,27.5,13.395576013394148,0.02055019
5.75,27.0,1008.85,268,83.875,100,27.8,13.431432141327418,0.018979456
5.75,27.2,1008.8208333333332,282,84.125,100,27.8,13.430311557130974,0.019664885
5.75,27.0,1008.8458333333332,299,84.375,100,27.9,13.440942066254502,0.027727615
5.75,27.2,1008.8416666666668,285,84.625,100,27.6,13.533069130870272,0.021296594
5.75,27.0,1008.8125,264,84.875,97,27.5,8.904948386532919,0.0
5.75,27.0,1008.825,258,85.125,100,27.5,8.904948386532919,0.0
5.75,27.0,1008.8333333333334,270,85.375,100,27.6,8.904948386532919,0.0
5.75,27.2,1008.8333333333334,284,85.625,100,27.8,8.904948386532919,0.0
5.75,27.0,1008.8166666666666,301,85.875,100,27.8,8.904948386532919,0.0
5.75,27.0,1008.8166666666666,284,86.125,100,27.6,8.904948386532919,0.0
5.75,26.9,1008.8333333333334,264,86.375,100,27.5,8.904948386532919,0.0
5.75,26.9,1008.8375,259,86.625,100,27.4,8.904948386532919,0.0
5.75,26.9,1008.8333333333334,271,86.875,100,27.5,8.904948386532919,0.0
5.75,27.0,1008.8291666666668,286,87.125,100,27.6,8.904948386532919,0.0
5.75,27.0,1008.8416666666668,304,87.375,100,27.6,8.904948386532919,0.0
5.75,27.0,1008.8458333333332,285,87.625,100,27.5,8.904948386532919,0.0
5.75,26.6,1008.85,264,87.875,100,27.5,8.904948386532919,0.0
5.75,26.9,1008.8625,260,88.125,100,27.2,8.904948386532919,0.0
5.75,26.5,1008.8583333333332,273,88.375,100,27.2,8.904948386532919,0.0
5.75,27.0,1008.85,289,88.625,100,27.5,8.904948386532919,8.055518e-06
6.0,26.8,1010.2791666666668,307,68.875,100,27.4,8.904948386532919,0.0
6.0,26.8,1010.275,287,69.125,100,27.4,11.90280792686345,0.0
6.0,26.5,1010.2583333333332,265,69.375,100,27.2,11.985389503300992,0.0
6.0,26.5,1010.2458333333334,261,69.625,100,27.1,12.0098903434016,0.0
6.0,26.1,1010.2291666666666,279,69.875,100,27.1,11.976310447165272,0.0
6.0,26.6,1010.2375,296,70.125,100,27.2,11.999994187064184,0.0
6.0,26.5,1010.225,313,70.375,100,27.5,12.08094156309834,0.0
6.0,26.5,1010.1916666666666,292,70.625,100,27.2,12.14224239857233,3.0968684e-05
6.0,26.1,1010.1875,267,70.875,100,27.1,12.183896693486162,5.193981e-05
6.0,24.2,1010.1583333333332,266,71.125,100,29.1,12.160508800287197,0.0007345316
6.0,23.6,1010.1291666666666,290,71.375,100,28.5,12.07207871897543,0.0009567477
6.0,24.1,1010.125,318,71.625,100,28.2,12.009459447553647,0.0003767598
6.0,23.2,1010.1083333333332,325,71.875,100,25.7,11.972650986021844,0.0
6.0,23.5,1010.0875,300,72.125,100,28.4,11.98600802998927,0.0009567477
6.0,23.1,1010.0708333333332,261,72.375,100,28.5,12.049530579455922,0.0
6.0,22.4,1010.075,309,72.625,100,27.9,12.251891927946174,0.0011440155
6.0,23.1,1010.0833333333334,324,72.875,100,27.1,12.593092075460026,0.00053302874
6.0,23.4,1010.075,347,73.125,100,27.2,11.617781102754464,0.00030146365
6.0,22.7,1010.0666666666666,338,73.375,100,24.7,9.32595900982949,0.0
6.0,23.1,1010.0333333333332,327,73.625,100,27.3,8.175020343019678,0.0005149822
6.0,23.1,1010.0375,272,73.875,100,27.5,8.164965102325029,0.0005902761
6.0,18.5,1009.9916666666668,254,74.125,100,24.0,9.269623021803229,0.0
6.0,19.5,1009.9541666666668,252,74.375,100,24.7,11.488994101454276,0.0
6.0,19.3,1009.95,272,74.625,100,22.0,12.49170963034185,0.00019133676
6.0,19.2,1009.9208333333332,284,74.875,100,20.7,12.277769608465952,3.9121023e-05
6.0,19.3,1009.8791666666666,251,75.125,100,24.4,12.211822795986,0.00013389005
6.0,19.3,1009.8625,238,75.375,100,24.4,12.293869192901992,0.00013389005
6.0,19.5,1009.8375,257,75.625,100,25.5,12.535018023508776,0.00052130705
6.0,20.5,1009.7958333333332,260,75.875,100,25.9,12.93526928780635,0.0017538192
6.0,20.3,1009.75,265,76.125,100,23.2,13.136088279068373,0.0029254814
6.0,20.4,1009.7291666666666,268,76.375,100,21.8,13.137474997294836,0.0026193706
6.0,19.9,1009.6833333333334,244,76.625,100,25.8,12.942617415454384,0.0020848082
6.0,20.5,1009.6708333333332,245,76.875,100,26.8,12.551515533547017,9.866992e-05
6.0,18.4,1009.6333333333332,263,77.125,100,25.5,12.455648614199328,0.0019813853
6.0,19.8,1009.6041666666666,267,77.375,99,26.3,12.655016657411329,0.0008605358
6.0,19.6,1009.6,277,77.625,97,23.4,12.779662478886596,0.0006569146
6.0,20.0,1009.5583333333334,278,77.875,84,21.9,12.829586078625136,0.0001532735
6.0,19.2,1009.5333333333332,263,78.125,100,25.8,12.9189468949003,0.0041631483
6.0,19.3,1009.4708333333332,257,78.375,100,25.7,13.047744927712095,0.0065234657
6.0,19.6,1009.3875,249,78.625,48,27.9,13.084167962447165,0.014888081
6.0,21.0,1009.3291666666668,248,78.875,61,27.6,13.028215999105509,0.0071489518
6.0,21.1,1009.2833333333332,261,79.125,61,25.9,13.046014746094636,0.003626766
6.0,21.3,1009.2458333333334,268,79.375,100,23.8,13.137564203414543,0.0030689177
6.0,20.3,1009.2416666666668,243,79.625,73,27.6,13.188172154206558,0.017048832
6.0,19.9,1009.4208333333332,239,79.875,68,27.5,13.197838598470671,0.018417273
6.0,19.7,1009.6875,255,80.375,74,27.1,13.210172530190334,0.019233977
6.0,20.6,1009.4625,251,80.625,81,27.5,13.215173003248736,0.018427687
6.0,20.8,1009.1541666666668,269,81.125,71,25.0,13.22525563177512,0.0135176275
6.0,20.8,1008.425,282,81.375,100,23.8,13.230419469652682,0.015771039
6.0,20.3,1008.425,247,81.625,77,27.3,13.202261595489496,0.021050569
6.0,19.8,1008.6208333333334,244,81.875,56,27.0,13.14078200928556,0.020721205
6.0,20.0,1008.6041666666666,260,82.125,87,27.1,13.16121061898516,0.022511544
6.0,20.4,1008.6166666666668,254,82.375,81,26.9,13.2635474245883,0.02460827
6.0,20.5,1008.6416666666668,275,82.625,71,24.7,13.301581469942146,0.024602095
6.0,21.0,1008.6833333333334,293,82.875,100,23.8,13.275312755046698,0.020461896
6.0,20.2,1008.6875,251,83.125,87,27.6,13.30284792058314,0.032586943
6.0,19.9,1008.7166666666668,251,83.375,65,26.7,13.38418696655148,0.04046153
6.0,20.4,1008.725,262,83.625,91,27.6,13.448476477996056,0.04705494
6.0,20.6,1008.725,258,83.875,84,26.5,13.495716454916868,0.04259873
6.0,20.8,1008.7416666666668,282,84.125,62,25.1,13.554707525157657,0.043018594
6.0,21.0,1008.7541666666666,295,84.375,100,23.9,13.625449688718422,0.0381351
6.0,20.3,1008.7416666666668,256,84.625,90,28.3,13.71757675333419,0.064690836
6.0,20.3,1008.75,257,84.875,71,27.4,8.904948386532919,0.0005996056
6.0,20.2,1008.7541666666666,261,85.125,93,27.2,8.904948386532919,0.0017393971
6.0,20.5,1008.7583333333332,258,85.375,96,26.3,8.904948386532919,0.0
6.0,20.7,1008.7666666666668,281,85.625,78,25.0,8.904948386532919,0.0
6.0,21.0,1008.7666666666668,292,85.875,100,24.3,8.904948386532919,0.0
6.0,19.9,1008.7625,259,86.125,90,28.9,8.904948386532919,0.00077425403
6.0,20.2,1008.775,257,86.375,74,27.5,8.904948386532919,0.0005996056
6.0,19.9,1008.8041666666668,262,86.625,97,26.5,8.904948386532919,0.00057859556
6.0,20.4,1008.7958333333332,264,86.875,100,26.0,8.904948386532919,0.0
6.0,20.3,1008.8,282,87.125,87,24.4,8.904948386532919,0.0
6.0,20.8,1008.8208333333332,292,87.375,81,24.7,8.904948386532919,4.9030703e-05
6.0,19.5,1008.8083333333334,265,87.625,75,29.1,8.904948386532919,0.0005854553
6.0,19.9,1008.8208333333332,258,87.875,74,26.3,8.904948386532919,0.000270132
6.0,19.5,1008.8333333333334,268,88.125,97,26.0,8.904948386532919,0.0004328211
6.0,20.3,1008.8291666666668,271,88.375,100,25.7,8.904948386532919,0.0
6.0,19.9,1008.8125,286,88.625,87,23.6,8.904948386532919,4.466867e-06
6.125,20.4,1009.4208333333332,293,80.125,58,23.9,8.904948386532919,3.8674447e-05
6.125,19.3,1009.6875,272,80.25,74,28.6,8.904948386532919,0.0010066736
6.125,19.7,1009.1541666666668,261,80.875,61,25.5,8.904948386532919,0.0
6.25,19.9,1010.2541666666666,272,68.875,97,26.7,8.904948386532919,0.0011605826
6.25,20.8,1010.25,274,69.125,96,26.0,11.98226337690991,0.0
6.25,20.7,1010.2333333333332,289,69.375,97,23.8,12.041180929786613,0.0
6.25,20.5,1010.2375,289,69.625,39,24.4,12.06568176988722,6.3609456e-05
6.25,19.8,1010.2083333333334,275,69.875,78,28.9,12.073755931710547,0.0006169952
6.25,20.0,1010.2208333333332,264,70.125,55,26.7,12.139093729669115,0.00089853007
6.25,20.1,1010.225,275,70.375,97,26.8,12.2261125356641,0.00059441343
6.25,21.0,1010.2041666666668,277,70.625,90,26.4,12.345502050327426,2.2771383e-05
6.25,21.1,1010.1708333333332,294,70.875,97,24.0,12.439173594469755,9.454325e-05
6.25,20.9,1010.125,289,71.125,27,25.0,12.41578570127079,0.00011161223
6.25,20.0,1010.1125,276,71.375,76,28.7,12.21584109190829,0.0007921056
6.25,20.2,1010.0958333333332,265,71.625,50,27.5,12.04170729243577,0.0010077539
6.25,20.4,1010.0708333333332,280,71.875,94,26.9,11.998163178634698,0.0006866915
6.25,21.2,1010.0583333333334,282,72.125,96,26.7,12.004784570332854,0.0
6.25,20.9,1010.0541666666668,297,72.375,97,23.6,12.25356826252799,7.703384e-05
6.25,21.1,1010.0541666666668,290,72.625,9,25.8,12.469452573776852,0.0001138651
